,书籍名称,频率
4374,我亲爱的甜橙树,2
4375,大学生的社会第一课,1
4376,易,1
4377,系辞,1
4378,遥远的救世主,18
4379,天幕红尘,3
4380,稻盛和夫传,1
4381,撒野,2
4382,福尔摩斯探案集,2
4383,洪荒天子,1
4384,九州缥缈录,2
4385,经济学,2
4386,性学与爱情心理学,1
4387,老友记,2
4388,甲骨文,1
4389,南德意志报,1
4390,过于喧嚣的孤独,3
4391,爱吃沙拉的狮子,1
4392,风声,3
4393,暗算,1
4394,解密,1
4395,艺伎回忆录,1
4396,曾经我也想过一了百了,1
4397,微积分学教程,1
4398,自然科学的数学分析,1
4399,概率,1
4400,随机金融数学基础,1
4401,代数学引论,2
4402,你不可不知的人性,1
4403,以诈止诈,1
4404,爱不厌诈,1
4405,冷眼看人生,1
4406,肯定自己,1
4407,枪炮、细菌与钢铁,1
4408,反转人生,1
4409,天才基本法,2
4410,戚本禹回忆录,2
4411,黑骏马,3
4412,四世同堂,13
4413,早晨从中午开始,2
4414,克苏鲁神话,1
4415,无人生还,3
4416,名侦探的守则,1
4417,宠物公墓,2
4418,面纱,20
4419,艺术博物馆,3
4420,地心游记,1
4421,八十天环游地球,3
4422,神秘岛,1
4423,格兰特船长的女儿,1
4424,失去名字的女孩,1
4425,天堂囚徒,1
4426,精神病房里的正常人,1
4427,红玫瑰与白玫瑰,2
4428,谈话的力量,1
4429,春风十里不如你,1
4430,春风十里，不如你,1
4431,仿生人会梦见电子羊吗？,1
4432,银翼杀手,1
4433,高堡奇人,1
4434,尤比克,2
4435,流吧！我的眼泪,1
4436,少数派报告,1
4437,中国边疆研究文库,1
4438,中国丧地史,2
4439,嚈哒史研究,1
4440,塞种史研究,1
4441,两汉魏晋南北朝与西域关系史研究,1
4442,古族新考,1
4443,两汉魏晋南北朝正史西域传研究,1
4444,两汉魏晋南北朝正史西域传要注,1
4445,早期丝绸之路文献研究,1
4446,八卦医学史,1
4447,八堂极简科学课,1
4448,风流去,1
4449,滚蛋吧，肿瘤君,1
4450,杀死一只知更鸟（纪念版）,1
4451,林徽因传,1
4452,你好，旧时光,3
4453,这本书能让你戒烟,14
4454,亲爱的提奥:梵高传,2
4455,挚爱梵高•星空之谜,1
4456,starry starry night,1
4457,黄房子,1
4458,局部,1
4459,脆弱的崛起,1
4460,和玛丽苏开玩笑,2
4461,魔法界的生活,1
4462,平如美棠,1
4463,花田半亩,1
4464,失落的一角,1
4465,失落的一角遇见大圆满,1
4466,巴黎圣母院,5
4467,半生缘,6
4468,山楂树之恋,1
4469,卡门,1
4470,大败局II,1
4471,厨房,1
4472,世界的凛冬,4
4473,永恒的边缘,3
4474,情感依附：为何家会影响我的一生,1
4475,新家庭如何塑造人,1
4476,随机漫步的傻瓜,2
4477,随机生存的智慧,1
4478,哈姆雷特,3
4479,上帝之手,1
4480,原来这就是心理学,1
4481,不能承受生命之轻,2
4482,大秦帝国,9
4483,东西方文明对比,1
4484,论语释义,2
4485,京东全民阅读报告,1
4486,笑猫日记,1
4487,虎皮猫你在哪里,1
4488,猫武士,1
4489,狼王梦,3
4490,雪豹悲歌,1
4491,刀疤豺母,1
4492,沉默的羔羊,1
4493,绿里,1
4494,首席女法医,1
4495,雪窗帘,1
4496,草地上的云朵,1
4497,雾月牛栏,1
4498,红高粱家族,3
4499,羊脂球,4
4500,最后一片叶子,1
4501,漂亮朋友,1
4502,説文解字,2
4503,我是一只小小鸟,1
4504,囚鸟,1
4505,活着为了讲述,2
4506,枯枝败叶,2
4507,荒野的呼唤,1
4508,德米安,16
4509,出梁庄记,2
4510,文心,9
4511,给青年诗人的十二封信,1
4512,自由在高处,4
4513,牧羊少年的奇幻之旅,6
4514,世纪三部曲,2
4515,在细雨中呼喊,5
4516,自在独行,3
4517,成长是一件孤独的事,1
4518,生命不可承受之轻,2
4519,末日乐园,1
4520,赠我予白,1
4521,独裁者手册,4
4522,写给大家的西方美术史 ,1
4523,Akka应用模式：分布式应用程序设计实践指南,1
4524,脑筋急转弯,1
4525,抓住彩虹的男人,1
4526,色已成空,1
4527,强风吹拂,1
4528,酥油,3
4529,The Power of Now,1
4530,高山下的花环,1
4531,宽客人生,1
4532,坏小孩,1
4533,无证之罪,1
4534,暗黑者～三部曲,1
4535,长夜难明,3
4536,破绽,1
4537,红色,1
4538,第五部队,1
4539,大明王朝1566,3
4540,人生海海,1
4541,拼了命，尽了兴,1
4542,莎菲女士的日记,1
4543,明亮的对话—公共说理十八讲,1
4544,钱,8
4545,生活与命运,4
4546,窄门,1
4547,弗兰妮与祖伊,1
4548,烛烬,1
4549,看不见的城市,1
4550,增长黑客如何玩转私域流量,1
4551,什么是科学,1
4552,万万没想到,3
4553,重生,1
4554,七年就是一辈子,1
4555,自学是门手艺,1
4556,中学生,1
4557,三国志演义,1
4558,白香词谱,1
4559,希腊神话,2
4560,鲁宾逊漂流记,2
4561,十八家诗钞,1
4562,词选,1
4563,近代散文抄,1
4564,文化回忆录,1
4565,管道的故事,2
4566,赢家法则,1
4567,芒格的生活、学习和决策方法,2
4568,芒格主义：查理的即席谈话,2
4569,聪明的投资者（第4版）,2
4570,邓普顿教你逆向投资,3
4571,邓普顿教你逆向投资:牛市和熊市都稳赚的长赢投资法,1
4572,Money,2
4573,股票作手回忆录,9
4574,股市趋势技术分析,2
4575,星期六晚间邮报,1
4576,周六晚间邮报,2
4577,金融炼金术,9
4578,证券分析,9
4579,股市投资致富之道,1
4580,股市投资致富之道：投资大师费雪教你怎样炒股,2
4581,怎样选择成长股,4
4582,股市投资致富之道:投资大师费雪教你怎样炒股,2
4583,涛动周期论,2
4584,逃不开的经济周期,2
4585,两次全球大危机的比较研究,3
4586,新国际经济体制与中国,1
4587,经济发展：理论与实践,1
4588,英汉法汉财务金融词典,1
4589,门口的野蛮人,4
4590,海龟交易法则,3
4591,笑傲股市,3
4592,行业报告,1
4593,手把手教你读财报,1
4594,财务报表分析与股票估值,1
4595,周期,1
4596,财报粉饰面对面,1
4597,财政学,1
4598,货币金融学,1
4599,经济周期和发展理论材料,1
4600,经济运行的逻辑,1
4601,大势研判,1
4602,渐行渐远的金融周期,1
4603,新周期,1
4604,量化交易之路,1
4605,量化投资：策略与技术,1
4606,量化投资分析,1
4607,道氏理论,2
4608,股票魔法师,1
4609,期货市场技术分析,2
4610,黑马王子系列,1
4611,日本蜡烛图新解,1
4612,股票大作手回忆录,2
4613,股票大作手操盘术,1
4614,技术分析,1
4615,以交易为生,1
4616,艾略特波浪理论,1
4617,专业投机原理,1
4618,幽灵的礼物,1
4619,短线交易大师,1
4620,股市投机常识,1
4621,股市市场晴雨表,1
4622,华安基金世界资本经典丛书,1
4623,至高无上,1
4624,一个投机者的告白,1
4625,安德列克斯托拉尼系列丛书,1
4626, 金融心理学,1
4627,华尔街幽灵,1
4628,澄明之境,1
4629,十年一梦,1
4630, 王阳明全集,1
4631,不确定世界的理性选择,2
4632,中国特色社会主义全集（教条主义  经验主义  辩证唯物注意部分的演化）,1
4633,般若波罗蜜多心经,1
4634,金瓶梅序,1
4635,姑妄言,2
4636,化学基础论,1
4637,不能承受的生命之轻,4
4638,中东生死门,1
4639,三招上清华,1
4640,定西孤儿院纪事,2
4641,朱子治家格言,1
4642,金色梦乡,7
4643,断背山,1
4644,一生欠安,1
4645,我当阴阳先生的那几年,1
4646,时代的精神状况,1
4647,我的团长我的团,2
4648,中国文化的精深层结构,1
4649,GEB,1
4650,微观经济学原理,1
4651,宏观经济学原理,1
4652,7 habits,1
4653,野火集,5
4654,编码,1
4655,历史深处的忧虑,2
4656,断锁怒潮,1
4657,发条橙,1
4658,倾城之恋,5
4659,第一炉香,1
4660,第二炉香,2
4661,通向哲学的后楼梯,1
4662,中国在梁庄,2
4663,南京大屠杀幸存者纪实录,1
4664,生命册,2
4665,羊的门,2
4666,中国农村考察报告,1
4667,容忍与自由,3
4668,鱼翅与花椒,1
4669,中国缺什么，日本缺什么,1
4670,大资金潮,1
4671,十大将军,1
4672,周恩来的最后600天,1
4673,水大鱼大,1
4674,凯恩斯vs哈耶克,1
4675,软技能 代码之外的生存指南,1
4676,阿Q正传,3
4677,人性的优点,5
4678,史记·淮阴侯列传,3
4679,孔乙己,2
4680,征友启示,1
4681,国故论衡,2
4682,国故论衡疏证,1
4683,简牍检署考,1
4684,宋江三十六人考实,1
4685,水浒文化概览,1
4686,中国古代都城制度研究,1
4687,宋元戏曲考,1
4688,元曲概论,1
4689,中国文学批评小史,1
4690,红楼梦评论,1
4691,庚辛间读书记,1
4692,续墨客挥犀,1
4693,开启你的高维智慧,1
4694,八万四千问,1
4695,太傻天书,1
4696,奇迹课程,2
4697,金庸全集,1
4698,一生最爱，纳兰词,1
4699,诗经：越古老，越美好,1
4700,纳兰词,1
4701,老子译注,1
4702,成为作家,3
4703,科学发现纵横谈,2
4704,发现的乐趣,1
4705,神的孩子都要去西藏,1
4706,上下五千年,3
4707,文化苦旅,19
4708,唐诗三百首全解,2
4709,诗词格律,1
4710,什么是数学,3
4711,希利尔讲世界史,2
4712,神圣,1
4713,朝花夕拾,3
4714,宋词鉴赏,1
4715,童年三部曲,1
4716,昆虫记,3
4717,鲁冰逊漂流记,1
4718,骆驼祥子,7
4719,繁星春水,2
4720,名人传,1
4721,异邦骑士,1
4722,占星术杀人魔法,1
4723,暗黑童话,1
4724,桐宫之囚,1
4725,天才在左疯子在右,17
4726,阿弥陀佛么么哒,7
4727,"乖,摸摸头",1
4728,别生气，我又不是再说你,1
4729,编码宝典,2
4730,优秀的绵羊,6
4731,新共和,1
4732,大西洋刊,1
4733,纽约客,2
4734,费城风云,1
4735,民主的奇迹,1
4736,基地,2
4737,机器人,1
4738,帝国,1
4739,我，机器人,1
4740,我当道士那些年,1
4741,社会,1
4742,台北人,4
4743,树犹如此,1
4744,酒徒,1
4745,死水微澜,1
4746,暴风雨前,1
4747,大波,1
4748,都柏林人,1
4749,尤利西斯,6
4750,记一忘三二,1
4751,小豆豆频道,1
4752,小时候就在想的事,1
4753,小豆豆丢失的记忆,1
4754,小豆豆和小豆豆们,1
4755,信,3
4756,虚无的十字架,5
4757,另一种选择,6
4758,向前一步,3
4759,沃顿商学院最受欢迎的成功课,2
4760,离经叛道,1
4761,女性的“美丽自由”，需要法律保护，更需要道德撑腰,1
4762,德米安:彷徨少年时,1
4763,德米安：埃米尔·辛克莱的彷徨少年时,1
4764,玻璃球游戏,3
4765,二战那些事,4
4766,悟净叹异,1
4767,五月女王,1
4768,只有医生知道,6
4769,变身之后 我与她的狂想曲,1
4770,新华字典,3
4771,毕业出狼窝，工作入虎穴,1
4772,红顶商人胡雪岩,1
4773,东京日和,1
4774,民国语文,2
4775,开明国语课本,1
4776,道德的勇气,1
4777,补历代史表序,1
4778,知其不可为而为主义与为而不有主义,1
4779,赠予今年的大学毕业生,1
4780,一万小时天才理论,1
4781,南方高速,3
4782,科拉小姐,1
4783,正午的海岛,2
4784,指南手册,1
4785,万火归一,1
4786,丑陋的中国人,7
4787,脂砚斋重评石头记,1
4788,杜鹃,1
4789,午夜凶铃,1
4790,贤者之爱,1
4791,一切都是最好的安排,1
4792,暗杀1905,1
4793,大师和玛格丽特,2
4794,家庭，私有制和国家的起源,1
4795,蜘蛛侠：平行宇宙,1
4796,猎鹰,1
4797,学习高手的三架马车,1
4798,情人,5
4799,虹,1
4800,爱恋中的女人,1
4801,查太莱夫人的情人,1
4802,性学报告,1
4803,我们是这样活过来的,1
4804,幸福的勇气,3
4805,我不喜欢这世界我只喜欢你,1
4806,管理前沿,1
4807,只有偏执狂才能生存,2
4808,格鲁夫给经理人的第- ~课,1
4809,高产出管理,1
4810,二十二条商规,1
4811,什么是战略,1
4812,惠普方略,1
4813,韦尔奇自传,2
4814,谁说大象不能跳舞,1
4815,小沃森自传,2
4816,奥格威自传,1
4817,三十年一-亿倍,1
4818,将心注入,1
4819,基业长青,2
4820,追求卓越,1
4821,跨越文化浪潮,2
4822,文化与组织,1
4823,管理行为,1
4824,非同寻常的大众幻想与群众性癫狂,1
4825,谁说大象不会跳舞？,1
4826,就业、利息和货币通论,1
4827,绿色国王,1
4828,工商巨子,1
4829,权力的48条法则,1
4830,黑鹰坠落： 现代战争记,1
4831,引爆流行,1
4832,富甲美国,1
4833,与天为敌： 风险探索传奇,1
4834,华尔街之子摩根,1
4835,成功人士战胜疲劳的秘密,1
4836,老黑奴,1
4837,尤瓦尔·赫拉利,1
4838,威廉· 萨默赛特·毛姆,1
4839,罗素论人的理性,3
4840,苏童文集,1
4841,老子的智慧,1
4842,糖果店的阿福,1
4843,芝加哥论坛报,1
4844,鲸准数据2018电竞产业报告,1
4845,2018年中国电竞行业研究报告,1
4846,大学,8
4847,四书五经,1
4848,都市一妇人,1
4849,长安十二时,2
4850,显微镜下的大明,3
4851,番茄工作法图解,1
4852,软技能,1
4853,谈谈方法,4
4854,怎样解题,1
4855,天黑以后,1
4856,斜杠青年,1
4857,慢慢走，欣赏啊,1
4858,代码本色,1
4859,代码检查,1
4860,1999重新定义苹果,1
4861,三体2：黑暗森林,1
4862,激荡十年:水大鱼大,1
4863,大作手回忆录,1
4864,通向财务自由之路,1
4865,股票操盘宝典,1
4866,一个广告人的自白,2
4867,大问题,4
4868,禅与摩托车维修艺术,5
4869,受戒,1
4870,人与永恒,1
4871,鲁滨逊漂流记,3
4872,元素周期表,1
4873,沧浪之水,6
4874,瞬间赢得信任的冷读术,1
4875,肠子,3
4876,大师与玛格丽特,2
4877,德米安：彷徨少年时,1
4878,制作人,1
4879,制片人,1
4880,橘生淮南,1
4881,中国古代文化常识,2
4882,钢铁是怎样炼成的,9
4883,覆雨翻云,1
4884,风景,2
4885,沟通的力量,2
4886,人性的弱点全集,2
4887,怪诞行为学2,1
4888,决策与判断,3
4889,管理决策中的判断,1
4890,奇点临近,1
4891,人生只有一次，去做自己喜欢的事,1
4892,新喜剧之王,1
4893,曾经的你,1
4894,爱是一种选择,1
4895,这才是心理学,3
4896,ZOO,2
4897,白蛇,3
4898,春秋,1
4899,美国学生写作技能训练,3
4900,美国学生阅读技能训练,1
4901,1944最长的一天 诺曼底登陆,1
4902,1945最后一役 柏林之役,1
4903,1944遥远的桥 市场花园行动,1
4904,游隼,2
4905,象棋的故事,1
4906,一个女人的24小时,1
4907,吉檀迦利,2
4908,流萤集,1
4909,佛陀传,1
4910,中国吃,1
4911,食物语言学,1
4912,食物与厨艺,1
4913,非虚构写作课,4
4914,人为什么活着,1
4915, How We Learn,1
4916,你看起来好像很好吃,1
4917,企业IT架构转型之道,1
4918,在线,1
4919,十一位牺牲在建国前的中共无衔军事家,1
4920,爱你就像爱生命,6
4921,中关村笔记,1
4922,怎样才能好好说话,1
4923,绩效教练,1
4924,思考的艺术,1
4925,亲爱的 安德烈,1
4926,欧亨利短篇小说集,2
4927,一路向北,1
4928,生存,1
4929,深入理解计算机系统,2
4930,C++ Primer,1
4931,Effective C++,1
4932,More Effective C++,1
4933,康熙大帝,2
4934,乾隆皇帝,1
4935,神史,3
4936,21世纪的约翰·杜威,1
4937,娜拉走后怎样,1
4938,南方都市报,1
4939,常识,3
4940,我执,1
4941,开卷8分钟,1
4942,笑忘录,2
4943,告别圆舞曲,1
4944,好笑的爱,1
4945,特辖军的一天,1
4946,一个孤独漫步者的遐想,1
4947,足球竞赛规则2018/19,1
4948,美国职业篮球联盟官方规则 2018,1
4949,FIBA 篮球竞赛规则 2018,1
4950,2018 NFL 规则书,1
4951,美德的起源,1
4952,血疫,4
4953,定西孤儿院,1
4954,一百个人的十年,10
4955,突然之间风停了,1
4956,深阅读,4
4957,乱世佳人,4
4958,给布里安娜的卡片,1
4959,天道,3
4960,怨气撞铃,1
4961,大叔来势汹汹,1
4962,研词,1
4963,黄帝内经,2
4964,上古天真大论,1
4965,阴符经,1
4966,二十四史,1
4967,三体 第二和三部,1
4968,童年，在人间，我的大学,1
4969,王小波集,1
4970,中国居民膳食指南,2
4971,南京条约,5
4972,虎门条约,2
4973,海国图志,1
4974,天津条约,4
4975,北京条约,2
4976,苏菲,1
4977,格调,1
4978,身体从未忘记,2
4979,与神对话1,1
4980,前世今生1,1
4981,阿米·星星的孩子,1
4982,心灵之药,1
4983,谁在我家,1
4984,爱的序位,1
4985,人生的十四堂创意课,1
4986,你当像鸟，飞往你的山,1
4987,市场哲学的数学原理,1
4988,营销管理,2
4989,有一天啊宝宝,1
4990,gone with the wind ,1
4991,城市发展史,16
4992,道林格雷的画像,1
4993,古文观止新编,1
4994,物演通论,1
4995,唐诗鉴赏辞典,2
4996,人生长恨水长东,1
4997,全国导游基础知识,1
4998,一桩事先张扬的谋杀案,1
4999,自尊的六大支柱,1
5000,用理工科思维理解世界,1
5001,希腊棺材之谜,1
5002,注意!有人在盯着你,1
5003,幸福了吗,1
5004,房思琪的初戀樂園,1
5005,谁在世界中心,3
5006,地缘看世界,1
5007,当代中国政府与政治,1
5008,国家、战争与历史发展,1
5009,明智行动的艺术,1
5010,本本主义,1
5011,十年一品温如言,3
5012,同学录,1
5013,自深深处,1
5014,海怪简史,1
5015,政治的人生,1
5016,川岛芳子,1
5017,秦俑,1
5018,潘金莲之前世今生,1
5019,三更2之饺子,1
5020,孩子你慢慢来,4
5021,小姨多鹤,2
5022,十宗罪,5
5023,北京法源寺,3
5024,论人类不平等起源,1
5025,**真题详解,1
5026,残疾,2
5027,张美丽,1
5028,阿小与阿小,1
5029,天才文展,1
5030,厚朴,1
5031,逆向学习答题模板,1
5032,高考九大科提分,1
5033,文选,1
5034,俗世奇人(修订版),1
5035,听听那冷雨,3
5036,万里长城,1
5037,山盟,1
5038,朋友四型,1
5039,借钱的境界,1
5040,其实，《人类简史,1
5041,那不勒斯四部曲,2
5042,你当像鸟飞向你的山,1
5043,布鲁克林有棵树,2
5044,新名字的故事,2
5045,大山女孩,1
5046,垃圾场长大的自学人生,1
5047,秋天的怀念,1
5048,奇风岁月,8
5049,只是孩子,1
5050,别闹了，费曼先生,1
5051,生活大爆炸,1
5052,猎人们,1
5053,Effective java,1
5054,成为,2
5055,夜航西飞,2
5056,俞敏洪口述：在痛苦的世界中尽力而为,2
5057,指匠,1
5058,曾国藩传,3
5059,马克思靠谱,2
5060,时间移民,1
5061,美的沉思,2
5062,未来简史 ,1
5063,学习力,2
5064,我要快乐不必正常,2
5065,拥有一个你说了算的人生,3
5066,生命最后的读书会,2
5067,奥古斯都,2
5068,肠子的小心思,4
5069,从行动开始,2
5070,我们都曾受过伤，却有了更好的人生,1
5071,瘟疫与人,1
5072,每一分钟诞生一位顾客,1
5073,宣传,1
5074,奋斗与胜利,1
5075,药师琉璃光如来本愿功德经,3
5076,完全写作指南,1
5077,间客,1
5078,变成一只猫,1
5079,乡村教师,2
5080,白话聊斋,1
5081,人生若只如初见,1
5082,何事秋风悲画扇,1
5083,当时只道是寻常,2
5084,生死书,2
5085,历史是个什么玩意儿,1
5086,明朝那点事儿,1
5087,几何原本,1
5088,穷查理宝典:查理•芒格智慧箴言录(理解商业社会、认识成功本质必读的10本书之一),1
5089,眠空,2
5090,七月与安生,1
5091,执行  如何完成任务的学问,1
5092,谁杀了她,2
5093, 放学后,1
5094,情感和体验,1
5095,关于方文山的素颜韵脚诗,1
5096,没有色彩的多崎作和他的巡礼之年,2
5097,高山上的小邮局,1
5098,无尽世界,2
5099,圣殿春秋,1
5100,永恒火焰,1
5101,1984、《美丽新世界,1
5102,惊人动魄的一幕,1
5103,趋势的力量,1
5104,他们说我是幸运的,1
5105,项脊轩志,1
5106,时间海,1
5107,哑舍,3
5108,浮生,2
5109,独唱团,1
5110,前男友交给我的二十一件事,1
5111,女王乔安,1
5112,少年博博物馆,1
5113,最重要的事只有一件,1
5114,假如明天来临,1
5115,天使的愤怒,1
5116,午夜的另一面,1
5117,鸡皮疙瘩,1
5118,重生之奶爸难当,1
5119,假如给我三天光明,1
5120,高老头,1
5121,欧也妮葛朗台,1
5122,人间喜剧,1
5123,call me by your name,1
5124,南京大屠杀：第二次世界大战中被遗忘的大浩劫,1
5125,设计诗,1
5126,我并不孤独,5
5127,我并不孤单,1
5128,DOOM启示录,1
5129,安娜卡列宁娜,1
5130,北鸢,2
5131,行者无疆,2
5132,万,1
5133,灵灵卢的一生,1
5134,羊皮卷,2
5135,忒休斯之船,1
5136,阿修罗,1
5137,大哥,2
5138,过门,1
5139,镇魂,1
5140,在轮下,2
5141,四库全书,1
5142,直到长出青苔,2
5143,阳痿美国,1
5144,永不解密,1
5145,许你行路不孤单,1
5146,我不喜欢这个世界，我只喜欢你,2
5147,刑法典,1
5148,八步治背痛,1
5149,这书能让你戒烟,6
5150,假面山庄,1
5151,幻夜,3
5152,富爸爸系列全集,1
5153,富爸爸点石成金,1
5154,富爸爸商学院,1
5155,82年生的金智英,1
5156,哈佛中国史,1
5157,历史的细节,1
5158,南明史,1
5159,本色中国人,1
5160,中国建筑史,1
5161,Becoming Steve jobs,1
5162,我不是教你黑,1
5163,若星汉天空,2
5164,冰菓,2
5165,半个小时漫画中国历,1
5166,曾经德隆,1
5167,经济学讲义,2
5168,唐朝那些事儿,1
5169,司马懿崛起,1
5170,雪中悍刀行,11
5171,三松堂自序,1
5172,中外历史故事,1
5173,中外通史,1
5174,孤岛奇案,1
5175,刺杀林肯,1
5176,隋炀帝,1
5177,历史重案,1
5178,征服-西班牙帝国崛起,1
5179,黑雨、黑血、汉江雪,1
5180,九州丶缥缈录,1
5181,打火机与公主裙,1
5182,大清相国,1
5183,万水千山走遍,4
5184,陈二狗的妖孽人生,3
5185,浮云半书,1
5186,ENDER&#39;S  GAME,1
5187,抽象代数,2
5188,夜旅人,1
5189,房思琪的初恋日记,1
5190,出师表,1
5191,呐喊,5
5192,无限恐怖,2
5193,说话之道,1
5194,福尔摩斯全集,1
5195,平凡世界,1
5196,时震,1
5197,给孩子一生的安全感,1
5198,异乡人,1
5199,吃瓜时代的儿女们,1
5200,远大前程,1
5201,罗伯特议事规则,1
5202,民权初步,1
5203,青春的敌人,1
5204,直面内心的恐惧,1
5205,30年之后，你拿什么养活自己,1
5206,花冠病毒,1
5207,哥德尔、埃舍尔、巴赫：集异璧之大成,1
5208,闺房记乐,1
5209,大圆满心性休息大车疏,1
5210,孝经,1
5211,稻草人手记,3
5212,遇见一些人，流泪,1
5213,寿康宝鉴,1
5214,戒为良药,2
5215,阿勒泰的角落,1
5216,做一只特立独行的猪,1
5217,叔本华美学随笔,1
5218,论死亡,1
5219,晃晃悠悠,1
5220,推理的迷宫 悖论 迷题 知识的脆弱性,1
5221,告白,2
5222,动物园,1
5223,断掌事件,1
5224,时生,7
5225,等一个人咖啡,1
5226,性爱与婚姻,1
5227,GONE WITH WIND,1
5228,华尔街风水师,1
5229,武林传奇,1
5230,神州传奇,1
5231,为奴十二年,2
5232,民主的细节,2
5233,Jane Eyre,1
5234,澜本嫁衣,1
5235,季羡林谈人生,1
5236,心灵救护箱,1
5237,电路,1
5238,模电,1
5239,心灵的焦灼,1
5240,津轻,2
5241,利息理论,1
5242,魔道祖师,4
5243,同情心的丧失,1
5244,a常态下的癫狂,1
5245,少年儿童百科全书,1
5246,恋练有词,1
5247,约翰-克里斯朵夫,1
5248,马丁-伊登,1
5249,曾国蕃,1
5250,始终不聪明,1
5251,撒哈拉沙漠的故事,2
5252,玩笑,1
5253,流浪苍穹,1
5254,彷徨少年时,1
5255,我不喜欢全世界我只喜欢你,1
5256,房思琪的乐园,1
5257,撒哈的故事,1
5258,从你的全世界路过,4
5259,人生终要有触及灵魂的旅行,1
5260,君王论,1
5261,胡雪岩全传——烟消云散,1
5262,堂诘诃德,1
5263,欧也妮、葛朗台,1
5264,哈姆莱特,2
5265,雷雨,1
5266,冰心散文集,1
5267,银河系漫游指南,1
5268,朱镕基讲话实录,1
5269,答记者问,1
5270,定慧初修,1
5271,学佛者的基本信念,1
5272,易经杂说,2
5273,世界文明史,1
5274,终身成长 美 卡罗尔德韦克Carol Dweck,1
5275,华杉讲透孙子兵法,3
5276,小银，我可爱的憨驴,1
5277,品中国文人,1
5278,历史原来很有趣（系列）,1
5279,如果历史是一群喵,1
5280,唐朝有嘻哈,1
5281,魏晋有美男,1
5282,宋朝好声音,1
5283,芥子,1
5284,蒋勋说宋词,1
5285,对话,2
5286,清单革命：如何持续、正确、安全地把事情做好,1
5287,四重奏,1
5288,中庸,7
5289,人生的智慧：如何幸福度过一生,1
5290,呻吟语,1
5291,剑桥艺术史,2
5292,艺术通史,1
5293,宇宙,3
5294,政治哲学,1
5295,变革社会中的政治秩序,1
5296,云边有个小卖部,3
5297,墨迹,1
5298,菜根潭,1
5299,系统逻辑思维-中国人的智慧,1
5300,大明风华,1
5301,流感,1
5302,读懂一本书,1
5303,巴菲特幕后智囊：查理·芒格传,3
5304,终身学习,1
5305,爆裂,2
5306,对不起，她不在了,2
5307,常识与通识,1
5308,白说,5
5309,让我留在你身边,1
5310,四点起床,3
5311,绝杀慕尼黑,1
5312,男人来自金星，女人来自火星,1
5313,知性力,1
5314,金刚般若波罗蜜经,1
5315,天蓝色的彼岸,2
5316,时间的针脚,1
5317,火凤燎原,1
5318,超级快速阅读,1
5319,投资中最简单的事,1
5320,鱼：一种激发工作热情的绝妙方法,1
5321,湖光山色,1
5322,稻香园随笔,2
5323,剩下的全归你,1
5324,重新认识你自己,2
5325,1q84,1
5326,洗冤集录,1
5327,孙子兵法与三十六计,1
5328,写给大家看的设计书,1
5329,写给大家看的排版书,1
5330,默读,1
5331,维罗妮卡决定去死,1
5332,从无到无的旅行,1
5333,亲爱的三毛,3
5334,雨季不再来,1
5335,血色浪漫,1
5336,到地球取经,1
5337,赖氏经典英语语法,1
5338,美语从头学系列,1
5339,曾文正公全集,1
5340,python从入门到实践,1
5341,python cook book,1
5342,新概念英语三四,1
5343,费曼物理学讲义,2
5344,上海堡垒,5
5345,支配你的是你自己,1
5346,苹果树,1
5347,生命中的五个球,1
5348,追随你的梦想,1
5349,泰戈尔诗集,1
5350,极简快速阅读,1
5351,苏联的最后一天,1
5352,人性中的善良天使,1
5353,大学与大师,2
5354,神祇、陵墓和学者,1
5355,何为良好生活,1
5356,精神分析学,1
5357,吉米多维奇,1
5358,为了报仇看电影,1
5359,艰难的制造,1
5360,少有人走的路 the road less traveled,1
5361,单恋,5
5362,皮肤的秘密,4
5363,人间出逃记,1
5364,枪炮，病菌与钢铁,2
5365,为什么我们总是在逃避,1
5366,少有人走的路1,1
5367,感谢不完美的自己,1
5368,自我分析,1
5369,自我的挣扎,1
5370,我们内心的冲突,2
5371,如何化解内心的焦虑,1
5372,楞严变,1
5373,金色梦想,1
5374,太年轻,1
5375,回答不了,1
5376,龙城三部曲,1
5377,挚爱与告别,1
5378,相助,1
5379,24个比利,3
5380,时间旅行者的妻子,1
5381,白鲸记,1
5382,十字镇屠夫,1
5383,心若菩提:曹德旺,1
5384,郭鹤年传,1
5385,巴别塔之犬,1
5386,S.忒休斯之船,1
5387,材料科学基础,1
5388,巴黎评论作家访谈,1
5389,第二十二条军规,1
5390,龙头凤尾,1
5391,树上的男爵,2
5392,基础有机化学,1
5393,尚书,1
5394,九阳真经,1
5395,西方哲学简史,1
5396,闪闪发光的人生,1
5397,伊拉克风云,1
5398,哲学通论,1
5399,世说新语笺疏,1
5400,上海生死劫,1
5401,一滴泪,1
5402,观念的水位,4
5403,亚洲教父,1
5404,亚洲教父：香港、东南亚的金钱和权力,2
5405,嫌疑人x的献身,5
5406,闪烁者,2
5407,观察者,2
5408,深渊上的火,1
5409,末日逼近,1
5410,黑暗塔,1
5411,莲花,1
5412,输赢,2
5413,写作七堂课,6
5414,看了79岁的蔡澜，才发现这届年轻人比他老得更快,1
5415,看了写作七堂课，才发现原来写作是每一个人都能掌握的技能,1
5416,比起明星出轨，这才是最值得曝光的照片,1
